# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
    0    62    47     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0    18     0
    1    96    55     -    27     3     0     0  6800  1770     0     0  8254    19     -     -     0     9    12
    2    67    45     -    11     1     0     0  6800  1350     0     0  5563    15     -     -     0    11     0
    0    72    47     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0   285     0
    1   101    55     -    30     3     0     0  6800  1905     0     0  8254    19     -     -     0   149    10
    2    79    46     -    20     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    71    47     -     9     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   108    55     -    29     3     0     0  6800  1905     0     0  8254    19     -     -     0   134     4
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
    2    78    45     -    21     3     0     0  6800  1350     0     0  5563    15     -     -     0     1     0
    0    82    47     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0   281     1
    1    96    55     -    30     3     0     0  6800  1905     0     0  8254    19     -     -     0    16     0
    2    66    45     -    21     3     0     0  6800  1350     0     0  5563    15     -     -     0    12     0
    0    62    47     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0   267     4
    1   122    55     -    25     3     0     0  6800  1905     0     0  8254    19     -     -     0   153     1
    2    69    46     -    21     2     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    82    47     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    69    54     -    25     3     0     0  6800  1350     0     0  8254    19     -     -     0     0     0
    2    80    46     -    15     2     0     0  6800  1350     0     0  5563    15     -     -     0     0    29
    0    67    47     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    91    54     -    31     3     0     0  6800  1680     0     0  8254    19     -     -     0     5    11
    2    67    45     -    18     2     0     0  6800  1350     0     0  5563    15     -     -     0     0    47
    0    72    48     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    73    54     -    29     3     0     0  6800  1425     0     0  8254    19     -     -     0   868     1
    2    71    45     -    20     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    72    47     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   101    55     -    25     3     0     0  6800  1905     0     0  8254    19     -     -     0     0    15
    2    66    45     -    19     3     0     0  6800  1350     0     0  5563    15     -     -     0    74    34
    0    62    47     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     0    26
    1   105    55     -    32     4     0     0  6800  1905     0     0  8254    19     -     -     0    77    20
    2    72    46     -    16     2     0     0  6800  1350     0     0  5563    15     -     -     0     5     0
    0    72    47     -    10     3     0     0  6800  1350     0     0  5621    15     -     -     0    24     0
    1   110    55     -    29     3     0     0  6800  1905     0     0  8254    19     -     -     0    18    10
    2    67    45     -    20     3     0     0  6800  1350     0     0  5563    15     -     -     0     4     8
    0    72    47     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0   163     4
    1   109    55     -    34     4     0     0  6800  1905     0     0  8254    19     -     -     0     3     0
    2    76    47     -    21     3     0     0  6800  1590     0     0  5563    15     -     -     0    74     3
    0    62    47     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0   272    33
    1   107    55     -    31     3     0     0  6800  1740     0     0  8254    19     -     -     0     2     9
    2    67    46     -    16     3     0     0  6800  1350     0     0  5563    15     -     -     0    16     0
    0    80    47     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   102    55     -    34     4     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    72    46     -    20     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    72    48     -    13     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    93    55     -    28     3     0     0  6800  1905     0     0  8254    19     -     -     0   144     2
    2    66    46     -    24     3     0     0  6800  1350     0     0  5563    15     -     -     0   251    12
    0    62    48     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    69    54     -    28     3     0     0  6800  1485     0     0  8254    19     -     -     0   144     2
    2    67    46     -    18     2     0     0  6800  1350     0     0  5563    15     -     -     0   270    17
    0    82    47     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    84    54     -    33     3     0     0  6800  1680     0     0  8254    19     -     -     0     0     0
    2    72    46     -    21     3     0     0  6800  1350     0     0  5563    15     -     -     0    80     1
    0    71    48     -    12     4     0     0  6800  1350     0     0  5621    15     -     -     0    11     0
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
    1    83    54     -    29     3     0     0  6800  1680     0     0  8254    19     -     -     0   121     4
    2    79    46     -    23     2     0     0  6800  1800     0     0  5563    15     -     -     0     0     0
    0    65    47     -    10     3     0     0  6800  1350     0     0  5621    15     -     -     0   287     0
    1   115    55     -    28     3     0     0  6800  1905     0     0  8254    19     -     -     0     0    17
    2   100    48     -    14     3     0     0  6800  1800     0     0  5563    15     -     -     0     0     0
    0    69    47     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   109    55     -    23     3     0     0  6800  1905     0     0  8254    19     -     -     0   152     0
    2    83    46     -    16     2     0     0  6800  1440     0     0  5563    15     -     -     0    66     4
    0    71    48     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    95    55     -    34     4     0     0  6800  1905     0     0  8254    19     -     -     0   132     4
    2    67    46     -    17     2     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    72    47     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0   270     4
    1    88    54     -    26     3     0     0  6800  1575     0     0  8254    19     -     -     0    71     3
    2    72    46     -     9     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    79    47     -    13     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   102    55     -    31     3     0     0  6800  1860     0     0  8254    19     -     -     0   129     4
    2    77    46     -    23     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    62    48     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   108    55     -    25     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2   114    47     -    21     3     0     0  6800  1755     0     0  5563    15     -     -     0   273     3
    0    72    47     -    10     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   102    55     -    24     3     0     0  6800  1905     0     0  8254    19     -     -     0    43     0
    2    79    46     -    16     3     0     0  6800  1350     0     0  5563    15     -     -     0     2    26
    0    72    48     -    15     4     0     0  6800  1350     0     0  5621    15     -     -     0   270     4
    1    70    54     -    25     3     0     0  6800  1425     0     0  8254    19     -     -     0   142     2
    2    79    46     -    21     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    62    48     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
