# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
    1    92    54     -    26     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    78    45     -    20     3     0     0  6800  1350     0     0  5563    15     -     -     0    76     2
    0    62    46     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   124    54     -    27     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    66    45     -    18     2     0     0  6800  1350     0     0  5563    15     -     -     0     0    31
    0    72    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   104    54     -    23     3     0     0  6800  1905     0     0  8254    19     -     -     0    16     0
    2    72    45     -    22     3     0     0  6800  1350     0     0  5563    15     -     -     0   208    13
    0    67    47     -    12     4     0     0  6800  1350     0     0  5621    15     -     -     0     0    30
    1   112    54     -    34     3     0     0  6800  1905     0     0  8254    19     -     -     0   164     0
    2    76    45     -    22     3     0     0  6800  1470     0     0  5563    15     -     -     0     2     0
    0    65    47     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   106    54     -    27     3     0     0  6800  1905     0     0  8254    19     -     -     0   190     5
    2    78    45     -    13     2     0     0  6800  1350     0     0  5563    15     -     -     0    76     2
    0    68    46     -     9     3     0     0  6800  1350     0     0  5621    15     -     -     0   269     4
    1   110    55     -    26     3     0     0  6800  1905     0     0  8254    19     -     -     0   163     0
    2    72    45     -    21     2     0     0  6800  1350     0     0  5563    15     -     -     0   279     2
    0    72    47     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0   281     1
    1   102    55     -    26     3     0     0  6800  1905     0     0  8254    19     -     -     0     1     2
    2    71    45     -    15     2     0     0  6800  1350     0     0  5563    15     -     -     0    14    11
    0    72    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   100    55     -    24     3     0     0  6800  1890     0     0  8254    19     -     -     0     8     9
    2    66    45     -    24     3     0     0  6800  1350     0     0  5563    15     -     -     0   332     9
    0    72    47     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   111    55     -    19     2     0     0  6800  1890     0     0  8254    19     -     -     0    50     0
    2    72    45     -    15     2     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    70    46     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    78    54     -    26     3     0     0  6800  1530     0     0  8254    19     -     -     0     0     0
    2    73    45     -    20     3     0     0  6800  1350     0     0  5563    15     -     -     0     3     0
    0    72    47     -    13     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   122    55     -    25     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    76    45     -    19     2     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    71    47     -     9     2     0     0  6800  1350     0     0  5621    15     -     -     0     3     0
    1   101    55     -    31     4     0     0  6800  1905     0     0  8254    19     -     -     0    86     0
    2   121    46     -    28     4     0     0  6800  1890     0     0  5563    15     -     -     0     0     0
    0    69    47     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0   270     4
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
    1    73    54     -    20     2     0     0  6800  1530     0     0  8254    19     -     -     0     1     0
    2   104    46     -    12     3     0     0  6800  1890     0     0  5563    15     -     -     0     0     9
    0    72    47     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    62    53     -    26     3     0     0  6800  1350     0     0  8254    19     -     -     0    72     3
    2    67    45     -    18     3     0     0  6800  1350     0     0  5563    15     -     -     0     3     0
    0    71    47     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0   286     0
    1   123    55     -    29     3     0     0  6800  1905     0     0  8254    19     -     -     0   141     2
    2    71    45     -    13     2     0     0  6800  1350     0     0  5563    15     -     -     0    10     0
    0    72    47     -    16     5     0     0  6800  1350     0     0  5621    15     -     -     0     3     0
    1    76    54     -    22     3     0     0  6800  1590     0     0  8254    19     -     -     0     0     0
    2    73    45     -    22     3     0     0  6800  1395     0     0  5563    15     -     -     0     0     0
    0    67    47     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0   273     3
    1    97    54     -    29     3     0     0  6800  1875     0     0  8254    19     -     -     0    17     7
    2    66    45     -    16     3     0     0  6800  1350     0     0  5563    15     -     -     0   255     7
    0    70    47     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0   106     0
    1   106    55     -    28     4     0     0  6800  1905     0     0  8254    19     -     -     0     8     0
    2    66    45     -    17     2     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    62    46     -    12     4     0     0  6800  1350     0     0  5621    15     -     -     0   136     6
    1    92    55     -    30     3     0     0  6800  1905     0     0  8254    19     -     -     0   134    20
    2    67    45     -    22     3     0     0  6800  1350     0     0  5563    15     -     -     0   285     0
    0    69    47     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   111    55     -    32     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    69    45     -    24     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    72    46     -    15     4     0     0  6800  1350     0     0  5621    15     -     -     0    23    53
    1    91    54     -    26     3     0     0  6800  1605     0     0  8254    19     -     -     0     0     0
    2    66    45     -    21     3     0     0  6800  1350     0     0  5563    15     -     -     0   268     4
    0    72    47     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0    11     0
    1    74    53     -    25     3     0     0  6800  1425     0     0  8254    19     -     -     0     0     0
    2    72    45     -    22     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    72    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    84    54     -    32     3     0     0  6800  1740     0     0  8254    19     -     -     0     0     0
    2    69    45     -    21     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    72    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    66    53     -    26     3     0     0  6800  1350     0     0  8254    19     -     -     0     0    11
    2    66    45     -    19     3     0     0  6800  1350     0     0  5563    15     -     -     0     7     0
    0    62    47     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0    22     0
    1   115    55     -    37     4     0     0  6800  1905     0     0  8254    19     -     -     0    10     0
    2    67    45     -    13     2     0     0  6800  1350     0     0  5563    15     -     -     0     0    11
    0    72    46     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   122    55     -    27     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     2
    2    81    45     -    13     3     0     0  6800  1350     0     0  5563    15     -     -     0     9     0
    0    72    46     -    15     4     0     0  6800  1350     0     0  5621    15     -     -     0   283     1
    1    74    54     -    28     3     0     0  6800  1635     0     0  8254    19     -     -     0     9     0
    2    73    45     -    21     3     0     0  6800  1455     0     0  5563    15     -     -     0     0     0
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
    0    72    47     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0   218     0
    1   112    55     -    30     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    66    45     -    22     3     0     0  6800  1350     0     0  5563    15     -     -     0   287     0
    0    62    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0   180     1
    1   106    55     -    29     3     0     0  6800  1905     0     0  8254    19     -     -     0     0    10
    2    66    45     -    20     3     0     0  6800  1350     0     0  5563    15     -     -     0    76     2
    0    62    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   109    55     -    27     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    78    45     -    23     3     0     0  6800  1350     0     0  5563    15     -     -     0     4     0
    0    62    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   116    55     -    22     3     0     0  6800  1905     0     0  8254    19     -     -     0    87     1
    2    72    45     -    20     3     0     0  6800  1575     0     0  5563    15     -     -     0   274    11
    0    72    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0    15     0
    1    85    54     -    29     4     0     0  6800  1545     0     0  8254    19     -     -     0     0     9
    2    89    45     -    15     2     0     0  6800  1575     0     0  5563    15     -     -     0     0    31
    0    70    47     -    15     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    79    54     -    31     3     0     0  6800  1785     0     0  8254    19     -     -     0    86    16
    2    83    45     -    15     2     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    70    47     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    72    53     -    24     3     0     0  6800  1365     0     0  8254    19     -     -     0     5     0
    2    76    45     -    18     3     0     0  6800  1590     0     0  5563    15     -     -     0   204    19
    0    62    47     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     8     0
    1    92    55     -    32     4     0     0  6800  1905     0     0  8254    19     -     -     0    59     7
    2    81    45     -    16     2     0     0  6800  1590     0     0  5563    15     -     -     0    82     1
    0    62    46     -    12     4     0     0  6800  1350     0     0  5621    15     -     -     0   246     1
    1    82    54     -    26     4     0     0  6800  1725     0     0  8254    19     -     -     0     0    18
    2    81    45     -    22     3     0     0  6800  1560     0     0  5563    15     -     -     0     0     0
    0    72    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    64    53     -    29     3     0     0  6800  1395     0     0  8254    19     -     -     0     0     0
    2    77    46     -    20     3     0     0  6800  1560     0     0  5563    15     -     -     0     0     0
    0    67    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    74    53     -    29     3     0     0  6800  1350     0     0  8254    19     -     -     0     0    35
    2    85    45     -    22     3     0     0  6800  1350     0     0  5563    15     -     -     0    19     0
    0    67    47     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0   267     4
    1    94    54     -    27     3     0     0  6800  1695     0     0  8254    19     -     -     0     0     0
    2    80    46     -    28     3     0     0  6800  1665     0     0  5563    15     -     -     0    25     7
    0    73    47     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    91    53     -    26     3     0     0  6800  1695     0     0  8254    19     -     -     0     0     0
    2    80    46     -    15     3     0     0  6800  1545     0     0  5563    15     -     -     0   284     0
    0    80    47     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   108    54     -    26     3     0     0  6800  1905     0     0  8254    19     -     -     0   140     2
    2    76    45     -    16     3     0     0  6800  1350     0     0  5563    15     -     -     0    18     0
    0    72    47     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   116    54     -    31     3     0     0  6800  1905     0     0  8254    19     -     -     0    65     6
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
    2    75    45     -    21     3     0     0  6800  1590     0     0  5563    15     -     -     0     0     0
    0    72    47     -    10     3     0     0  6800  1350     0     0  5621    15     -     -     0     0    23
    1    92    54     -    26     4     0     0  6800  1905     0     0  8254    19     -     -     0   145     2
    2    88    46     -    26     4     0     0  6800  1590     0     0  5563    15     -     -     0     0     0
    0    72    47     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    67    53     -    22     3     0     0  6800  1530     0     0  8254    19     -     -     0   323    46
    2    77    46     -    17     3     0     0  6800  1590     0     0  5563    15     -     -     0    84     0
    0    72    47     -    12     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    73    53     -    29     3     0     0  6800  1500     0     0  8254    19     -     -     0     0     8
    2   101    46     -    16     2     0     0  6800  1590     0     0  5563    15     -     -     0     5     0
    0    82    47     -    10     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    84    53     -    28     3     0     0  6800  1755     0     0  8254    19     -     -     0    54    10
    2    74    45     -    21     3     0     0  6800  1350     0     0  5563    15     -     -     0   249     1
    0    78    46     -    15     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   112    54     -    35     4     0     0  6800  1905     0     0  8254    19     -     -     0    11     0
    2    66    45     -    17     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     8
    0    62    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     5     0
    1    94    55     -    29     4     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    97    45     -    21     3     0     0  6800  1575     0     0  5563    15     -     -     0     0     9
    0    72    47     -    13     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   109    55     -    20     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     2
    2    72    46     -    17     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    62    46     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0   271     4
    1    78    54     -    24     3     0     0  6800  1890     0     0  8254    19     -     -     0     0     0
    2    72    45     -    16     2     0     0  6800  1350     0     0  5563    15     -     -     0    78     2
    0    72    47     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    90    55     -    30     3     0     0  6800  1890     0     0  8254    19     -     -     0   855    48
    2    79    45     -    19     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    62    46     -    10     3     0     0  6800  1350     0     0  5621    15     -     -     0     0    30
    1   101    55     -    29     3     0     0  6800  1905     0     0  8254    19     -     -     0   101     4
    2    95    46     -    22     3     0     0  6800  1590     0     0  5563    15     -     -     0     0     0
    0    62    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0    24     0
    1    67    54     -    25     3     0     0  6800  1515     0     0  8254    19     -     -     0     0    17
    2    98    46     -    20     3     0     0  6800  1590     0     0  5563    15     -     -     0   262    21
    0    66    47     -    15     4     0     0  6800  1350     0     0  5621    15     -     -     0     2     0
    1    76    54     -    31     3     0     0  6800  1755     0     0  8254    19     -     -     0    84    47
    2    81    45     -    21     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    77    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   106    55     -    25     3     0     0  6800  1905     0     0  8254    19     -     -     0     9     0
    2    95    46     -    24     3     0     0  6800  1890     0     0  5563    15     -     -     0     0     0
    0    76    47     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0   268    35
    1    83    54     -    23     3     0     0  6800  1740     0     0  8254    19     -     -     0     0     0
    2   104    47     -    14     2     0     0  6800  1890     0     0  5563    15     -     -     0     0     0
    0    72    47     -    18     5     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
    1    83    54     -    25     2     0     0  6800  1740     0     0  8254    19     -     -     0     0     0
    2    67    46     -    13     2     0     0  6800  1350     0     0  5563    15     -     -     0    13     0
    0    62    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0   179     1
    1   117    55     -    33     4     0     0  6800  1905     0     0  8254    19     -     -     0   132     4
    2    78    46     -    14     2     0     0  6800  1350     0     0  5563    15     -     -     0    75     2
    0    64    47     -    10     3     0     0  6800  1350     0     0  5621    15     -     -     0   278     2
    1    70    53     -    19     3     0     0  6800  1350     0     0  8254    19     -     -     0    15     0
    2    75    46     -    18     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     9
    0    72    47     -    10     3     0     0  6800  1350     0     0  5621    15     -     -     0   284     0
    1   115    55     -    32     3     0     0  6800  1905     0     0  8254    19     -     -     0   142     2
    2    78    45     -    18     3     0     0  6800  1350     0     0  5563    15     -     -     0    10     0
    0    72    47     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     0    23
    1   129    55     -    32     4     0     0  6800  1905     0     0  8254    19     -     -     0    66     4
    2    80    46     -    21     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    82    47     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0   272    33
    1    64    54     -    26     3     0     0  6800  1455     0     0  8254    19     -     -     0     0     0
    2    83    45     -    24     3     0     0  6800  1350     0     0  5563    15     -     -     0    79     1
    0    71    47     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    78    54     -    35     3     0     0  6800  1785     0     0  8254    19     -     -     0   144     2
    2    71    45     -    19     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    72    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0   137     3
    1   104    55     -    29     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    68    46     -    16     2     0     0  6800  1350     0     0  5563    15     -     -     0     3     0
    0    82    47     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   100    54     -    22     3     0     0  6800  1560     0     0  8254    19     -     -     0    21    11
    2    66    45     -    22     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    82    47     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    84    55     -    26     3     0     0  6800  1860     0     0  8254    19     -     -     0     0    14
    2    72    45     -    22     3     0     0  6800  1350     0     0  5563    15     -     -     0     9    11
    0    72    47     -    14     5     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    70    54     -    20     2     0     0  6800  1470     0     0  8254    19     -     -     0     3    12
    2    71    45     -    22     3     0     0  6800  1350     0     0  5563    15     -     -     0     2     1
    0    71    46     -    16     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    95    54     -    34     3     0     0  6800  1635     0     0  8254    19     -     -     0   134    18
    2    67    45     -    20     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    72    47     -    12     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    67    53     -    23     3     0     0  6800  1350     0     0  8254    19     -     -     0    13     1
    2    69    45     -    16     2     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    70    47     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    63    53     -    29     3     0     0  6800  1470     0     0  8254    19     -     -     0    74    18
    2    72    45     -    22     3     0     0  6800  1350     0     0  5563    15     -     -     0    69     3
    0    69    47     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    99    54     -    31     3     0     0  6800  1815     0     0  8254    19     -     -     0     0     7
    2    71    45     -    23     2     0     0  6800  1350     0     0  5563    15     -     -     0    81    40
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
    0    62    47     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0   248     1
    1   120    55     -    33     4     0     0  6800  1905     0     0  8254    19     -     -     0    16     0
    2    67    45     -    24     3     0     0  6800  1395     0     0  5563    15     -     -     0    69     3
    0    62    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   121    55     -    24     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    66    45     -    17     2     0     0  6800  1350     0     0  5563    15     -     -     0    96     2
    0    72    47     -    12     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    92    55     -    25     3     0     0  6800  1905     0     0  8254    19     -     -     0     0    10
    2    81    45     -    20     3     0     0  6800  1350     0     0  5563    15     -     -     0    74     3
    0    72    47     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0   268     4
    1    65    53     -    25     3     0     0  6800  1515     0     0  8254    19     -     -     0   150     0
    2    79    46     -    15     2     0     0  6800  1470     0     0  5563    15     -     -     0     0     0
    0    62    47     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    69    53     -    20     3     0     0  6800  1350     0     0  8254    19     -     -     0    14     0
    2    81    45     -    17     3     0     0  6800  1500     0     0  5563    15     -     -     0   276     2
    0    72    47     -    10     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   108    55     -    38     4     0     0  6800  1905     0     0  8254    19     -     -     0    70     3
    2    83    46     -    19     3     0     0  6800  1500     0     0  5563    15     -     -     0     0    12
    0    72    46     -    13     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   122    54     -    27     4     0     0  6800  1905     0     0  8254    19     -     -     0   146     1
    2    87    46     -    18     2     0     0  6800  1680     0     0  5563    15     -     -     0   198     4
    0    71    47     -    16     5     0     0  6800  1350     0     0  5621    15     -     -     0   212     1
    1    92    54     -    30     4     0     0  6800  1905     0     0  8254    19     -     -     0     1    25
    2    70    46     -    15     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    79    47     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    90    53     -    23     3     0     0  6800  1590     0     0  8254    19     -     -     0     0     0
    2    77    45     -    18     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    72    47     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    73    53     -    26     3     0     0  6800  1680     0     0  8254    19     -     -     0   146     1
    2    72    45     -    16     3     0     0  6800  1350     0     0  5563    15     -     -     0    12    11
    0    62    47     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     0    32
    1    94    54     -    26     3     0     0  6800  1725     0     0  8254    19     -     -     0    73     3
    2    74    46     -    27     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    63    47     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   104    54     -    28     3     0     0  6800  1905     0     0  8254    19     -     -     0    11     0
    2    71    46     -    22     2     0     0  6800  1350     0     0  5563    15     -     -     0     2     0
    0    73    47     -    15     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   107    54     -    31     4     0     0  6800  1560     0     0  8254    19     -     -     0   143     2
    2    77    45     -    16     2     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    67    46     -     9     3     0     0  6800  1350     0     0  5621    15     -     -     0   271     3
    1   107    55     -    29     3     0     0  6800  1905     0     0  8254    19     -     -     0     0    15
    2    67    45     -    18     3     0     0  6800  1350     0     0  5563    15     -     -     0     0    10
    0    62    47     -    13     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    95    54     -    29     3     0     0  6800  1650     0     0  8254    19     -     -     0     6     0
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
    2    66    45     -    13     2     0     0  6800  1350     0     0  5563    15     -     -     0   214     1
    0    62    47     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     0    34
    1    75    53     -    34     3     0     0  6800  1455     0     0  8254    19     -     -     0     0     0
    2    76    45     -    13     2     0     0  6800  1350     0     0  5563    15     -     -     0   260     6
    0    69    47     -    15     4     0     0  6800  1350     0     0  5621    15     -     -     0     0    36
    1    68    53     -    23     2     0     0  6800  1350     0     0  8254    19     -     -     0     1     0
    2    78    45     -    18     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    70    46     -    15     4     0     0  6800  1350     0     0  5621    15     -     -     0   182     0
    1   105    53     -    27     3     0     0  6800  1740     0     0  8254    19     -     -     0     0     0
    2    67    45     -    15     2     0     0  6800  1350     0     0  5563    15     -     -     0    69     3
    0    62    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0    22     0
    1    90    53     -    32     4     0     0  6800  1740     0     0  8254    19     -     -     0   143     2
    2    74    45     -    25     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    71    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0   263     6
    1   103    54     -    24     2     0     0  6800  1905     0     0  8254    19     -     -     0   140     3
    2    72    45     -    19     3     0     0  6800  1350     0     0  5563    15     -     -     0     3     0
    0    72    47     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    92    54     -    21     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    78    46     -    28     3     0     0  6800  1620     0     0  5563    15     -     -     0    10     0
    0    65    47     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0   252     0
    1    66    53     -    21     2     0     0  6800  1605     0     0  8254    19     -     -     0     6    12
    2    92    46     -    25     4     0     0  6800  1620     0     0  5563    15     -     -     0     0     0
    0    62    47     -    10     3     0     0  6800  1350     0     0  5621    15     -     -     0   218     0
    1   105    54     -    35     3     0     0  6800  1860     0     0  8254    19     -     -     0    82     1
    2    67    45     -    19     3     0     0  6800  1350     0     0  5563    15     -     -     0   287     8
    0    68    47     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    98    54     -    24     3     0     0  6800  1860     0     0  8254    19     -     -     0     0     0
    2    82    45     -    23     3     0     0  6800  1560     0     0  5563    15     -     -     0   321     0
    0    62    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0   249     0
    1    90    53     -    28     4     0     0  6800  1665     0     0  8254    19     -     -     0    85     0
    2    81    45     -    17     3     0     0  6800  1350     0     0  5563    15     -     -     0   262    19
    0    79    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    81    53     -    28     3     0     0  6800  1770     0     0  8254    19     -     -     0    75     2
    2    83    45     -    22     3     0     0  6800  1350     0     0  5563    15     -     -     0    14     7
    0    62    46     -    10     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   115    54     -    26     3     0     0  6800  1905     0     0  8254    19     -     -     0   130     5
    2    89    45     -    26     3     0     0  6800  1500     0     0  5563    15     -     -     0     3     0
    0    62    47     -     9     2     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   115    54     -    27     3     0     0  6800  1905     0     0  8254    19     -     -     0   140     2
    2    89    46     -    27     3     0     0  6800  1605     0     0  5563    15     -     -     0    85     0
    0    72    47     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     0    32
    1    87    54     -    24     3     0     0  6800  1875     0     0  8254    19     -     -     0    71    18
    2    68    45     -    16     3     0     0  6800  1350     0     0  5563    15     -     -     0   193     5
    0    72    47     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
    1   103    54     -    28     3     0     0  6800  1905     0     0  8254    19     -     -     0    82     1
    2    67    45     -    16     2     0     0  6800  1350     0     0  5563    15     -     -     0     0     8
    0    79    47     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0   286     0
    1   101    54     -    26     3     0     0  6800  1905     0     0  8254    19     -     -     0     5     0
    2    87    45     -    23     3     0     0  6800  1350     0     0  5563    15     -     -     0    11     0
    0    72    46     -    15     4     0     0  6800  1350     0     0  5621    15     -     -     0     0    66
    1    66    53     -    20     2     0     0  6800  1425     0     0  8254    19     -     -     0     0     0
    2    78    46     -    24     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    74    46     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0   286     0
